Video,QID,Language Query,Type,IDs,Start,End,Revision
e1c48bdd,,The panda climbs on the bowl,M,3,23,46,
e1c48bdd,,The panda lies down on the bowl,M,3,45,49,
e1c48bdd,,The panda struggles to get on top of the wood from an upside down position,M,2,1,121,
f4c4a2ca,,The cat walks up to the bench from under another becnch,M,1,16,27,
f4c4a2ca,,The cat goes down the bench,M,1,38,47,
f4c4a2ca,,The cat yawns,M,2,48,61,
f4c4a2ca,,The cat looks at the hand patting its body,M,2,77,86,
c5082b3c,,The bike slants to the right,M,4,27,50,
c5082b3c,,The bike slants to the right,M,11,29,50,
c5082b3c,,The bike slants to the right,M,1,28,50,
c5082b3c,,The bike slants to the right,M,12,33,50,
c5082b3c,,The biker slants to the right,M,5,27,50,
c5082b3c,,The biker slants to the right,M,10,29,50,
c5082b3c,,The biker slants to the right,M,2,28,50,
c5082b3c,,The biker slants to the right,M,9,33,50,
c5082b3c,,The bike takes a right turn,M,4,33,42,
c5082b3c,,The biker takes a right turn,M,5,33,42,
c5082b3c,,The bike takes a right turn,M,1,34,43,
c5082b3c,,The biker takes a right turn,M,2,34,43,
c5082b3c,,The bike straightens from a slanted position,M,4,51,55,
c5082b3c,,The biker straightens from a slanted position,M,5,51,55,
c5082b3c,,The bike straightens from a slanted position,M,8,51,55,
c5082b3c,,The biker straightens from a slanted position,M,7,51,55,
c30641cf,,The flamingo brings its head up from the ground,M,5,26,33,
c30641cf,,The flamingo bends its head down on the ground,M,5,35,46,
c30641cf,,The flamingo walks up from behind another flamingo to its front,M,1,10,46,
c575434d,,The bird descends and goes below other birds while in flight,M,1,1,19,
c575434d,,The bird descends and gets in front of another bird,M,2,11,29,
c5398714,,The giraffe moves its back and forth from the left to the right,M,2,9,36,
c5398714,,The giraffe moves its back and forth from the left to the right,M,1,12,31,
c9351029,,The cow looks away from the camera,M,1,54,58,
c9351029,,The cow walks to the left and gets behind another cow,M,2,5,23,
ca74a924,,The bird bends down and looks at the finger,M,1,10,25,
ca74a924,,The bird flies off the hand,M,2,23,26,
ca74a924,,The bird straightens its head from a bent position,M,1,26,32,
ca74a924,,The bird bends down and looks at the finger,M,1,42,63,
cac39070,,The monkey walks out from under another monkey,M,2,12,27,
cac39070,,The monkey sits down on a branch,M,3,13,23,
cb170015,,The horse goes away from the running track towards the fence,M,1,19,34,
cb170015,,The horse comes up from behind and runs beside another horse,M,3,20,35,
cb170015,,The horse disappears from the left side of the frame,M,5,17,24,
cc45a7f2,,The goat climbs down from the rock to another rock,M,1,3,12,
cc45a7f2,,The goat climbs down from the rock on the grass,M,2,13,17,
cc45a7f2,,The goat runs and looks at the camera,M,3,21,41,
cc45a7f2,,The goat walks up on the rock from the grass,M,2,31,54,
ccf14ee0,,The fish swims downwards,M,5,23,32,
ccf14ee0,,The fish swims to the left,M,6,8,28,
ccf14ee0,,The fish swims to the left,M,7,57,78,
ccf14ee0,,The fish swims to the right,M,7,23,34,
ccf14ee0,,The fish swims upwards,M,1,76,85,
cd49fb99,,The car changes lane from the left to the right,M,3,8,2,
cd49fb99,,The car overtakes another car,M,1,34,54,
cd49fb99,,The car changes lane from the right to the left,M,1,44,69,
cd49fb99,,The car changes lane from the left to the right,M,3,64,79,
cd49fb99,,The car accelarates and catches up with another car,M,3,80,83,
cd182615,,The horse walks behind another horse,M,1,9,32,
cd182615,,The horse raises its head from the field,M,2,3,7,
cd182615,,The horse shakes its head,M,2,17,22,
ce9a2796,,The person taps on the hand of another person,M,3,4,5,
ce9a2796,,The elephant walks from the person to his front,M,1,17,37,
ce9a2796,,The person walks away from another person and disappears to the left side of the frame,M,3,6,11,
ce691ee6,,The rabbit walks from the behind and comes in front of the other rabbits,M,1,35,69,
ce691ee6,,The rabbit sits still,M,1,70,74,
ce691ee6,,The rabbit takes a step to the right,M,1,75,80,
ce691ee6,,The rabbit looks down on the leaves,M,1,81,89,
ce691ee6,,The rabbit takes a step to the right and goes behind another rabbit,M,2,34,64,
ce954bd7,,The tiger walks up to the back of another tiger,M,2,10,16,
ce954bd7,,The tiger turns around and faces left,M,1,14,18,
ce954bd7,,The tiger turns around and faces right,M,2,12,18,
cf376cf1,,The sheep headbutts another sheep,M,4,2,5,
cf376cf1,,The sheep headbutts another sheep,M,5,2,5,
cf376cf1,,The sheep headbutts another sheep,M,4,14,18,
cf376cf1,,The sheep headbutts another sheep,M,5,14,18,
cf376cf1,,The sheep walks backwards,M,4,6,11,
cf376cf1,,The sheep walks backwards,M,5,6,11,
cf376cf1,,The sheep walks backwards,M,4,19,25,
cf376cf1,,The sheep walks backwards,M,5,19,25,
cfc68a82,,The monkey touches the leg of another monkey,M,2,4,7,
cfc68a82,,The monkey looks at its hand,M,2,9,22,
cfc68a82,,The monkey walks under the legs of another monkey,M,3,22,29,
cfc68a82,,The monkey pulls the legs of another monkey,M,2,27,29,
cfc68a82,,The monkey gets down from the fence,M,2,33,38,
cfc68a82,,The monkey gets underneath the fence,M,2,43,50,
cfc68a82,,The monkey jumps down from the fence,M,3,49,53,
cfc68a82,,The monkey runs across the body of another monkey,M,1,49,54,
cfc68a82,,The monkey pulls the legs of another monkey and brings it down from the fence,M,2,75,80,
cfc68a82,,The monkey is pulled down from the fence on the floor,M,1,75,80,
cfd946b2,,The fish ascends upwards,M,1,12,66,
cfd946b2,,The fish turns upright and swims upwards,M,3,32,45,
cfd946b2,,The fish turns to the left,M,6,40,47,
cfd946b2,,The fish turns to the right,M,3,161,168,
cfd946b2,,The fish swims in the direction of the camera,M,4,107,139,
d2abc61e,,The dog jumps on another dog,M,2,,,The frame number cannot be seen
d2abc61e,,The dog jumps on another dog,M,2,27,29,
d2abc61e,,The dog moves away from under another dog,M,1,,,The frame number cannot be seen
d8e8d984,,The fish turns to the left,M,2,41,49,
d8e8d984,,The fish turns to the left,M,5,39,45,
d8e8d984,,The fish turns to the left,M,3,45,52,
d8e8d984,,The fish swims to the left,M,2,50,80,
d8e8d984,,The fish turns around to the left as it reaches the edge of the aquarium,M,5,6,18,
d8e8d984,,The fish swims in between the branch,M,6,55,80,
d25ff89d,,The panda stops walking as it reaches the food bowl,M,1,1,13,
d25ff89d,,The panda stops walking as it reaches the food bowl,M,2,1,13,
d25ff89d,,The panda eats from the food bowl,M,1,14,30,
d25ff89d,,The panda is carried away from one food bowl to the bowl on the left,M,2,14,27,
d25ff89d,,The panda eats from the food bowl,M,2,28,30,
d37a5857,,The panda raises its hand and pushes another panda away,M,3,5,11,
d37a5857,,The panda walks away from another panda as its pushed away,M,2,11,20,
d37a5857,,The panda walks towards the food at the hands of another panda,M,2,26,36,
d37a5857,,The panda kicks on the face of another panda,M,3,41,44,
d37e29a7,,The bull moves to the left sideways,M,1,153,176,
d37e29a7,,The bull moves to the right sideways,M,1,259,275,
d37e29a7,,The bull moves to the left sideways,M,2,251,275,
d37e29a7,,The bull brings its head down and headbutts another bull,M,2,29,39,
d37e29a7,,The bull pushes another bull to its front,M,2,40,68,
d37e29a7,,The bull's right legs slip as it is being pushed,M,1,62,78,
d48c552d,,The dog moves away from the bed,M,2,7,11,
d48c552d,,The dog stands on its four legs from an upright position,M,1,7,11,
d48c552d,,The dog brings together its paws in a clapping motion,M,2,12,23,
d48c552d,,The dog stands on its back legs against the bed,M,1,14,20,
d48c552d,,The dog jumps towards the bed and stands on its back legs,M,2,29,40,
d48c552d,,The dog makes a clapping motion by bringing together its front legs in an upright position,M,2,45,65,
d156b96f,,The panda stops walking and turns away from the camera,M,1,14,27,
d156b96f,,The panda turns around and walks to the left,M,2,35,44,
d156b96f,,The panda turns around and walks to the right,M,1,35,45,
d262b7e4,,The car takes a right turn in front of a bike,M,1,4,21,
d262b7e4,,The bike drives in front of a car,M,15,10,17,
d262b7e4,,The person drives a bike in front of a car,M,14,10,17,
d262b7e4,,The bike goes over the zebra crossing,M,4,16,29,
d262b7e4,,The bike goes over the zebra crossing,M,15,23,36,
d262b7e4,,The car turns away from the direction of the camera,M,9,1,18,
d262b7e4,,The car takes a right turn,M,3,11,32,
d262b7e4,,The bike takes a right turn,M,13,30,47,
d262b7e4,,The bus takes a right turn,M,8,46,68,
d0722d0f,,The goat walks behind another goat,M,1,7,16,
d0722d0f,,The goat looks up,M,2,26,32,
d0722d0f,,The goat walks backwards,M,2,38,45,
d0722d0f,,The bumps with another goat,M,2,44,46,
d0722d0f,,The goat walks to the right,M,2,82,89,
d0722d0f,,The goat turns away from the direction of the camera,M,2,91,99,
d0722d0f,,The goat turns around and runs at the direction of the camera,M,2,105,116,
d869a3cf,,The sheep stops walking in front of the window,M,6,27,34,
d869a3cf,,The sheep walks to the right,M,6,10,26,
d869a3cf,,The sheep pushes another goat as it walks,M,1,30,36,
d869a3cf,,The goat turns to the left and starts walking,M,1,39,66,
d869a3cf,,The goat turns to the left and starts walking,M,5,46,66,
d869a3cf,,The goat turns to the left and starts walking,M,2,49,66,
d883e976,,The panda pauses walking,M,2,5,18,
d883e976,,The panda walks behind another panda,M,2,21,46,
d883e976,,The panda turns to the left and stops walking,M,2,47,60,
d942e98c,,The rabbit makes a small hop,M,1,4,7,
d942e98c,,The rabbit remains still,M,1,13,21,
d942e98c,,The rabbit starts running,M,1,23,30,
d942e98c,,The rabbit runs behind another rabbit,M,2,22,30,
d9638e69,,The fish descends downward,M,1,1,38,
d9638e69,,The fish descends downward,M,2,1,38,
d9638e69,,The fish disappears behind coral,M,2,30,48,
d0696759,,The person jumps forward,M,4,12,16,
d0696759,,The person takes a leap forward,M,1,33,38,
d0696759,,The person turns around to the right,M,2,47,51,
d0696759,,The person starts punching in the air,M,2,51,61,
d0696759,,The person holds both the hands of another person,M,2,21,35,
d0696759,,The person turns around and walks backwards,M,2,66,74,
d0696759,,The person touches the legs of another person by raising his legs,M,2,84,87,
d0696759,,The person kicks another person,M,2,129,132,
d0696759,,The person turns around and makes a s leap to the left,M,1,114,121,
d0696759,,The person kicks another person,M,2,138,142,
d952481c,,The komodo dragon removes its mouth from the body of another komodo dragon,M,1,5,9,
d952481c,,The komodo dragon puts its tongue out,M,2,12,14,
d952481c,,The komodo dragon puts its paws on the body of another komodo dragon,M,1,15,19,
da7080cd,,The car moves over the zebra crossing,M,6,11,15,
da7080cd,,The bike moves over the zebra crossing,M,8,18,22,
da7080cd,,The car disappears from the frame to the left side of the camera,M,4,13,19,
da7080cd,,The car disappears from the frame to the right side of the camera,M,6,13,16,
da7080cd,,The bike moves over the zebra crossing,M,10,23,26,
db5319c7,,The bird jumps on the wooden stick from the bottom of the cage,M,4,22,25,
db5319c7,,The bird turns towards the direction of the camera,M,3,6,22,
db6533a5,,The dog starts walking,M,2,7,30,
db6533a5,,The dog turns to the left and starts walking,M,6,4,30,
db6533a5,,The dog stops walking,M,3,33,52,
db6533a5,,The dog looks away from the camera at the other dogs,M,3,37,53,
db6533a5,,The dog stops walking,M,6,32,64,
db6533a5,,The dog looks towards the camera,M,6,44,53,
db6533a5,,The dog stops walking,M,2,34,51,
db6533a5,,The dog turns to the right and starts walking,M,3,54,78,
db6533a5,,The dog turns to the right and takes a few steps,M,6,66,82,
db6533a5,,The dog stands on its back legs and leans against another dog,M,4,77,88,
db6533a5,,The dog stops walking,M,3,85,106,
db6533a5,,The dog stops walking,M,6,81,96,
db6533a5,,The dog looks towards the camera,M,6,79,88,
db6533a5,,The dog stands on its back legs and leans against another dog,M,4,119,126,
dbd67417,,The dog walks from the front to the back of another dog,M,1,4,16,
dbd67417,,The dog stands up from a seated postion and walks to the right,M,2,35,48,
dbd67417,,The cow turns around and walks away from the camera,M,5,18,48,
dc7d21fb,,The komodo dragon stands upright,M,2,3,26,
dc7d21fb,,The komodo dragon stands upright,M,3,10,28,
dc7d21fb,,The komodo dragon puts its paws on the body of another komodo dragon,M,3,12,26,
dc7d21fb,,The komodo dragon throws another komodo dragon on the ground,M,3,28,40,
dc7d21fb,,The komodo dragon falls on the ground,M,2,28,40,
dc33acf8,,The rabbit turns away from the camera and walks towards other rabbits,M,1,2,13,
dc33acf8,,The rabbit turns around to the direction of the camera,M,2,6,18,
dc33acf8,,The rabbit eats the carrot on the ground,M,2,18,31,
dc33acf8,,The rabbit turns around to the direction of the camera,M,3,41,50,
dc33acf8,,The rabbit moves its mouth away from the carrot,M,2,32,37,
dc33acf8,,The rabbit turns away from the direction of the camera,M,2,52,59,
dd3f4a07,,The turtle swims to the left,M,1,26,65,
dd3f4a07,,The turtle swims to get in front of another turtle,M,1,23,57,
dd3f4a07,,The turtle goes behind another turtle,M,2,25,56,
dd3f4a07,,The turtle collides its shell with another turtle,M,1,29,49,
dd3f4a07,,The turtle collides its shell with another turtle,M,2,29,49,
dd3f4a07,,The turtle turns right and gets on another turtle,M,3,52,65,
dd5a4739,,The bighorn sheep moves slightly to the right and goes in front of another bighorn sheep,M,3,31,44,
dd5a4739,,The bighorn sheep gets behind another bighorn sheep,M,2,31,44,
ddb1d0b1,,The panda turns around and walks towards the camera,M,1,3,22,
ddb1d0b1,,The panda turns around and walks towards the camera,M,2,3,22,
ddb1d0b1,,The panda turns around and walks away,M,4,50,62,
ddb1d0b1,,The panda puts down its food bowl and walks towards the camera,M,5,7,20,
ddb1d0b1,,The panda pushes another panda which falls on the ground,M,1,40,46,
ddb1d0b1,,The panda lies down on the ground with its food bowl,M,2,36,62,
ddb1d0b1,,The panda gets over another panda,M,1,48,58,
ddd383cc,,The bird moves slightly to the right,M,2,16,21,
ddd383cc,,The bird sits on top of another bird,M,3,23,30,
ddd383cc,,The bird remains in a constant position on the ground,M,1,26,31,
ddd383cc,,The bird moves in a circular motion on the ground,M,1,32,50,
ddd383cc,,The bird moves in a circular motion on the ground,M,2,32,50,
ddfa88c7,,The elephant walks to the right,M,1,17,30,
ddfa88c7,,The elephant turns right,M,2,22,30,
de2f2a6a,,The chicken disappears from the right side of the frame,M,4,17,24,
de2f2a6a,,The chicken stops pecking at the ground and looks around,M,2,4,15,
de2f2a6a,,The chicken walks in front of another chicken,M,2,11,20,
de2f2a6a,,The chicken walks slightly to the left,M,3,18,30,
de2f2a6a,,The chicken goes behind other chickens,M,1,7,18,
de2f2a6a,,The chicken walks away from the camera,M,3,44,74,
de2f2a6a,,The chicken walks to the left,M,2,121,143,
dfa99126,,The cyclist stops paddling,M,3,27,32,
dfa99126,,The cyclist stops paddling,M,1,34,42,
dfa99126,,The cycle slightly goes past another cycle,M,4,13,24,
e1b7f212,,The monkey jumps from the branch to the rope,M,3,5,8,
e1b7f212,,The monkey slides down the rope,M,3,8,16,
e1b7f212,,The monkey climbs down from the wooden structure,M,5,26,41,
e1b7f212,,The monkey slides down the rope,M,4,5,11,
e1b7f212,,The monkey jumps from the rope to a wooden stick,M,4,17,23,
e1b7f212,,The monkey jumps to the rope from a wooden stick,M,4,32,38,
e1b7f212,,The monkey climbs up the rope,M,4,39,42,
e1d9fb32,,The dog stops biting the leash,M,2,20,29,
e1d9fb32,,The dog stands up and puts its mouth close to the leash,M,3,19,26,
e1d9fb32,,The dog bites at the collar,M,4,21,29,
e3dcd186,,The fish swims away from the direction of the camera,M,5,9,21,
e3dcd186,,The fish turns to the left,M,2,15,28,
e3dcd186,,The fish ascends and reaches near the water surface,M,2,39,49,
e3dcd186,,The fish swims towards the direction of the camera,M,2,69,82,
e3dcd186,,The fish descends down and goes near the plants,M,5,53,65,
e3dcd186,,The fish places its mouth at the water surface,M,1,43,70,
e3dcd186,,The fish descends down from near the water surface,M,1,71,88,
e3dcd186,,The fish swims away from the direction of the camera,M,4,64,84,
e4a72496,,The cat gets up and bites another cat,M,1,5,15,
e4a72496,,The cat gets rolled over by another cat,M,2,11,17,
e4a72496,,The cat gets inside the box,M,2,36,45,
e4a72496,,The cat puts its head outside the box,M,2,49,55,
e4a72496,,The cat gets inside the box,M,2,56,62,
e4a72496,,The cat grabs the box with its two paws,M,1,61,69,
e4a72496,,The cat pushes the box away from its body,M,1,71,75,
e4a72496,,The cat gets out the box,M,2,78,86,
e4b6f2ef,,The zebra brakes while running and turns around from the left to the right swiftly,M,2,19,28,
e4b6f2ef,,The zebra brakes while running and turns around from the left to the right swiftly,M,3,21,28,
e4b6f2ef,,The zebra disappears behind the sand,M,2,28,39,
e4b6f2ef,,The zebra disappears behind the sand,M,1,22,41,
e4b6f2ef,,The zebra goes behind another zebra while running,M,3,14,17,
e4b6f2ef,,The zebra falls down on the ground,M,1,18,22,
e4b6f2ef,,The zebra gets up and starts running,M,1,42,50,
e4b6f2ef,,The zebra turns to the left,M,2,44,50,
e6e48ac8,,The cat starts to fight with another cat,M,1,3,21,
e6e48ac8,,The cat starts to fight with another cat,M,2,3,21,
e6e48ac8,,The cat jumps on another cat,M,2,26,29,
e6e48ac8,,The cat falls on the ground,M,1,4,9,
e6e48ac8,,The cat falls on the ground,M,2,4,9,
e6e48ac8,,The cat moves slightly to the left and gets away from another cat,M,1,21,25,
e6e48ac8,,The cat falls from the left to the right side on the ground,M,2,33,37,
e7e2a0b9,,The duck turns to the right,M,4,13,36,
e7e2a0b9,,The duck turns to the right,M,2,38,50,
e7e2a0b9,,The duck turns to the right,M,5,16,36,
e7e2a0b9,,The duck turns to the right,M,6,48,62,
e7e2a0b9,,The duck stops walking,M,2,51,61,
e7e2a0b9,,The duck stops walking,M,4,51,83,
e7e2a0b9,,The duck walks to the right,M,2,62,83,
e7e2a0b9,,The duck walks to the right,M,5,38,78,
e7e2a0b9,,The duck walks to the right,M,6,57,83,
e7e2a0b9,,The duck walks to the right,M,4,39,49,
e7e2a0b9,,The duck walks to the right,M,1,70,83,
e15e4de8,,The zebra gets up and goes behind another zebra,M,2,5,19,
e15e4de8,,The zebra sits down on the ground,M,2,28,38,
e15e4de8,,The zebra kicks another zebra with its back legs,M,2,44,46,
e15e4de8,,The zebra runs to the right,M,2,47,61,
e15e4de8,,The zebra runs after another zebra,M,1,50,64,
e15e4de8,,The zebra turns around from facing the left to the right,M,2,66,74,
e33cddc9,,The dog turns around and walks to the right,M,1,6,26,
e33cddc9,,The dog turns around and walks to the right,M,2,11,27,
e33cddc9,,The dog stands upright with its back legs against the cage,M,1,27,32,
e33cddc9,,The dog stops walking and turns towards the camera,M,2,27,32,
e35a8262,,The bike takes a left turn,M,2,7,15,
e35a8262,,The biker takes a left turn,M,1,7,15,
e35a8262,,The bike takes a left turn,M,4,12,24,
e35a8262,,The biker takes a left turn,M,3,12,24,
e35a8262,,The bike takes a left turn,M,5,13,24,
e35a8262,,The biker takes a left turn,M,6,13,24,
e35a8262,,The bike takes a left turn,M,7,17,26,
e35a8262,,The biker takes a left turn,M,8,17,26,
e36a3026,,The bull moves the to right,M,4,1,20,
e36a3026,,The bull moves the to left,M,5,1,20,
e36a3026,,The bull moves from the front of another bull to behind it,M,4,7,41,
e36a3026,,The bull moves from behind of another bull to its front,M,5,7,41,
e36a3026,,The bull moves in a circular motion while in a bull fight,M,4,1,41,
e36a3026,,The bull moves in a circular motion while in a bull fight,M,5,1,41,
e50dbddb,,The tiger stands upright on its back legs,M,1,2,17,
e50dbddb,,The tiger stands upright on its back legs,M,2,2,17,
e50dbddb,,The tiger stands on its four legs from and upright position,M,1,18,23,
e50dbddb,,The tiger stands on its four legs from and upright position,M,2,18,23,
e50dbddb,,The tiger growls at another tiger,M,1,24,31,
e50dbddb,,The tiger fights with another tiger,M,1,2,17,
e50dbddb,,The tiger fights with another tiger,M,2,2,17,
e50dbddb,,The tiger stands upright on its back legs,M,1,32,55,
e50dbddb,,The tiger stands upright on its back legs,M,2,32,55,
e50dbddb,,The tiger fights with another tiger,M,1,32,55,
e50dbddb,,The tiger fights with another tiger,M,2,32,55,
e79ecd47,,The rabbit goes behind another rabbit,M,3,7,15,
e79ecd47,,The rabbit goes behind another rabbit,M,4,15,27,
e79ecd47,,The rabbit makes a small hop to the left,M,2,21,27,
e79ecd47,,The rabbit moves in a circle,M,1,35,60,
e79ecd47,,The rabbit moves in a circle,M,2,35,60,
e99bd793,,The girl walks away with the bicycle,M,1,24,37,
e99bd793,,The bicycle is taken away,M,3,24,37,
e99bd793,,The girl retracts the kickstand of the cycle,M,1,13,20,
e99bd793,,The girl parks the cycle by kicking down the kickstand,M,1,71,79,
e99bd793,,The cycle is parked,M,3,79,96,
e99bd793,,The cycle retracts the kickstand of the bicycle,M,1,99,111,
e99bd793,,The girl walks away with the bicycle,M,1,112,126,
e99bd793,,The bicycle is taken away,M,3,112,126,
e99bd793,,The girl walks away from the left to the right with the bicycle,M,1,142,160,
e99bd793,,The bicycle goes from the left to the right,M,3,142,160,
e638e950,,The boat takes a right turn,M,10,12,40,
e638e950,,The person takes a right turn on the boat,M,9,12,40,
e638e950,,The boat takes a right turn,M,7,66,83,
e638e950,,The person takes a right turn on the boat,M,8,66,83,
e638e950,,The boat goes past in front of the red ball,M,6,14,25,
e638e950,,The boat goes past in front of the red ball,M,10,31,41,
e638e950,,The boat goes past in front of the red ball,M,7,75,86,
e638e950,,The boat disappears to the right side of the frame,M,6,46,60,
e638e950,,The person disappears to the right side of the frame,M,5,54,57,
e638e950,,The sail of the boat falls on the water,M,12,50,85,
e2160f17,,The panda walks out from between the fence door,M,2,8,15,
e2160f17,,The panda walks out from between the fence door,M,3,15,23,
e2160f17,,The panda walks out from between the fence door,M,6,21,30,
e2160f17,,The panda disappears to the left side of the frame,M,1,17,24,
e2160f17,,The panda disappears to the left side of the frame,M,2,28,36,
e2160f17,,The panda disappears to the left side of the frame,M,3,33,36,
e307510e,,The horse overtakes another horse,M,1,1,60,
e307510e,,The horse falls behind another horse,M,2,1,60,
e495537a,,The barge boat passses beside another barge boat and covers it,M,1,12,140,
e495537a,,The barge boat disappears behind another barge boat,M,2,12,140,
e495537a,,The barge boat appears from behind another barge boat,M,2,143,174,
eb4d26e1,,The person twists the pole of the boat in a circle above his head,M,1,21,35,
eb4d26e1,,The person puts down the pole on water and rows the boat,M,1,40,48,
eb4d26e1,,The person moves in a circle on a circular boat,M,1,1,48,
eb4d26e1,,The person moves in a circle on a circular boat,M,2,1,48,
ec27366a,,The bird walks in front of another bird,M,1,6,13,
ec27366a,,The bird flaps its wings,M,1,22,24,
ec27366a,,The bird walks slightly to the left,M,3,24,32,
ec27366a,,The bird turns around and faces to the right,M,3,33,38,
ec27366a,,The bird walks sideways to the left,M,2,22,32,
ec27366a,,The bird remains in a constant position,M,2,33,60,
ec27366a,,The peck looks down on the road and flaps its wings,M,1,43,46,
ee91f783,,The bird stands still at the edge of the concrete structure,M,4,8,36,
ee91f783,,The bird disappears behind the wall,M,1,8,27,
ee91f783,,The bird turns and face right,M,6,32,36,
ee91f783,,The bird walks towards the direction of the camera,M,8,31,36,
ee113fc4,,The panda falls down from an upright position,M,2,8,14,
ee113fc4,,The panda falls down from the top layer of floor to the bottom,M,1,11,20,
ee113fc4,,The panda gets on the body of another panda,M,2,19,67,
ee113fc4,,The gets up from a lying position,M,1,83,100,
ee113fc4,,The panda gets on the body of another panda,M,2,110,124,
ee113fc4,,The panda gets down from the floor above to the ground and stands upright on its back legs,M,2,124,144,
ee113fc4,,The panda pulls down another panda from a floor above to the bottom floor,M,2,145,152,
ee113fc4,,The panda falls down on the bottom floor,M,2,145,152,
ee113fc4,,The panda falls down on the bottom floor,M,1,147,152,
ee113fc4,,The panda rolls out of the bamboo floor to the ground,M,2,165,175,
efa25913,,The elephant walks over a log,M,3,12,34,
efa25913,,The elephant raises its left front leg,M,1,48,75,
efa25913,,The person gets down from the top of the elephant,M,2,62,75,
efa25913,,The elephant lowers its trunk to assist the man to get up,M,1,112,130,
efa25913,,The man gets up on the top of the elephant climbing its trunk,M,2,125,154,
efa25913,,The elephant raises its trunk,M,1,130,154,
efdab888,,The cycle overtakes another cycle,M,3,4,61,
efdab888,,The person rides past another cycle,M,1,4,61,
f0ba8748,,The kitten follows the toy with its eye,M,2,7,20,
f0ba8748,,The kitten runs after the toy,M,3,27,41,
f0ba8748,,The kitten runs after the toy,M,1,25,41,
f0ba8748,,The kitten runs after the toy,M,4,16,41,
f0ba8748,,The kitten looks down at the toy,M,2,54,58,
f0ba8748,,The kitten claws at the toy,M,2,56,58,
f1c38e66,,The sheep jumps and headbutts another sheep,M,1,4,9,
f1c38e66,,The sheep headbutts another sheep,M,3,6,10,
f1c38e66,,The sheep pushes another sheep away with its head,M,4,20,25,
f3ada126,,The boat gets past another boat,M,1,1,41,
f3ada126,,The person rides past another boat,M,2,1,41,
f3ada126,,The person rides past another boat,M,3,1,41,
f3f072f2,,The fish swims to the right,M,1,7,24,
f3f072f2,,The fish swims to the right,M,2,7,24,
f3f072f2,,The fish turns around and swims to the left,M,1,27,40,
f3f072f2,,The fish swims diagonally to the bottom left,M,5,11,46,
f3f072f2,,The fish turns around and swims to the bottom,M,6,39,54,
f4c8ffb1,,The panda is put down by a man,M,3,1,12,
f4c8ffb1,,The panda is pushed away by the man,M,1,32,39,
f4c8ffb1,,The panda is pushed away by the man,M,5,33,39,
f4c8ffb1,,The panda gets stuck behind a door and wall,M,2,21,35,
f5d2d8d3,,The panda stands up on its back legs,M,1,7,58,
f5d2d8d3,,The panda slides down the slanted wood,M,4,23,60,
f5d2d8d3,,The panda falls on another panda,M,4,63,71,
f5d2d8d3,,The panda sits down from an upright position,M,1,63,73,
f5d2d8d3,,The panda hangs on the wood,M,3,67,75,
f5d2d8d3,,The panda gets away from the wood,M,3,76,101,
f5d2d8d3,,The panda climbs up the wood,M,3,129,180,
f5d2d8d3,,The panda rolls on the ground with its head inside the basket,M,2,10,20,
f5d2d8d3,,The panda pushes the basket away from its body,M,2,44,51,
f6bfc699,,The tiger is pushed away from the lion,M,4,7,11,
f6bfc699,,The tiger is pushed away from the lion,M,3,7,13,
f6bfc699,,The tiger stands on its back legs,M,4,14,22,
f6bfc699,,The tiger walks up to the back of lion,M,1,29,46,
f6de8226,,The fish turns to the right,M,3,7,19,
f6de8226,,The fish turns around and swims to the left,M,3,21,32,
f6de8226,,The fish turns around and faces left,M,5,4,17,
f6de8226,,The fish looks at the direction of the camera,M,2,52,60,
f6de8226,,The fish swims under another fish,M,6,24,33,
f6e40aba,,The chicken moves backwards away from the food bowl,M,2,3,8,
f6e40aba,,The chicken moves backwards away from the food bowl,M,3,3,8,
f6e40aba,,The chicken eats from the food bowl,M,2,13,38,
f6e40aba,,The chicken eats from the food bowl,M,3,23,38,
f6e40aba,,The chicken walks towards the food bowl,M,4,13,39,
f6e40aba,,The chicken eats from the food bowl,M,1,27,36,
f6e40aba,,The chicken moves backwards away from the food bowl,M,1,38,43,
f6e40aba,,The chicken moves backwards away from the food bowl,M,2,39,42,
f6e40aba,,The chicken walks away from the food bowl behind other chickens,M,1,67,81,
f6e40aba,,The chicken walks towards the food bowl,M,1,82,93,
f6f8b4a6,,The giraffe disappears to the right side of the frame,M,8,27,33,
f6f8b4a6,,The giraffe disappears to the right side of the frame,M,9,17,21,
f6f441eb,,The duck pauses walking,M,2,22,26,
f6f441eb,,The duck pauses walking,M,1,43,48,
f6f441eb,,The duck turns around in the direction of the camera,M,9,11,23,
f8e5f837,,The horse runs in a circle around the man,M,1,1,36,
fecd10d2,,The polar bear stops walking and looks back,M,1,11,15,
fecd10d2,,The polar bear runs after another polar bear,M,1,25,30,
fe9706b7,,The bike overtakes another bike,M,4,2,7,
fe9706b7,,The biker overtakes another bike,M,3,2,7,
fe9706b7,,The bike overtakes another bike,M,6,9,24,
fe9706b7,,The biker overtakes another bike,M,5,9,24,
f0944ea2,,The bear throws another bear to the ground,M,1,12,21,
f0944ea2,,The bear falls on the ground,M,2,12,21,
f0944ea2,,The bear turns from the left to the right,M,1,26,36,
f0944ea2,,The bear turns from the left to the right,M,2,26,36,
f7360199,,The plane passes in front of another plane,M,7,21,49,
f7360199,,The plane passes behind another plane,M,3,21,49,
fac3378e,,The fish turns around away from the camera,M,2,38,77,
